"_id","_labels","atcClassification","category","class","diseaseID","drugID","ensemblID","name","ncbiID","ncbiTaxID","providedBy","semanticType","symbol","type","uniprotID","_start","_end","_type","associationType","confidenceScore","identifier","providedBy","publication","relation","type"
,,,,,,,,,,,,,,,,"1751","1746","INTERACTS_WITH","association","0.69","EBI-11058007","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4762","1746","INTERACTS_WITH","association","0.64","EBI-25394148","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2137","1746","INTERACTS_WITH","association","0.64","EBI-11077798","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"908","1746","INTERACTS_WITH","proximity","0.61","EBI-28997170","intact","PMID:35016035","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1037","933","INTERACTS_WITH","physical association","0.64","EBI-26568323","intact","PMID:29143818","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4597","3626","INTERACTS_WITH","physical association","0.66","EBI-8182701","intact","PMID:11923305","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6065","3626","INTERACTS_WITH","association","0.92","EBI-25386365","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","3626","INTERACTS_WITH","physical association","0.63","EBI-25370273","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"283","360","INTERACTS_WITH","association","0.64","EBI-26399329","intact","PMID:32960270","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"234","7348","INTERACTS_WITH","direct interaction","0.65","EBI-16035910","intact","PMID:23395182","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6539","6539","INTERACTS_WITH","direct interaction","0.62","EBI-26588475","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6330","6539","INTERACTS_WITH","direct interaction","0.62","EBI-26587893","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5977","6539","INTERACTS_WITH","direct interaction","0.71","EBI-26588601","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7612","6539","INTERACTS_WITH","physical association","0.95","EBI-22272799","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5271","6539","INTERACTS_WITH","physical association","0.67","EBI-22272787","intact","PMID:29892012","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6329","6539","INTERACTS_WITH","direct interaction","0.68","EBI-26588587","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4693","6539","INTERACTS_WITH","direct interaction","0.71","EBI-26588489","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7500","4469","INTERACTS_WITH","direct interaction","0.62","EBI-26586922","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4469","4469","INTERACTS_WITH","direct interaction","0.79","EBI-26586908","intact","PMID:23661758","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"152","4021","INTERACTS_WITH","physical association","0.89","EBI-15736124","intact","PMID:18948590","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4703","6737","INTERACTS_WITH","physical association","0.6","EBI-1971189","intact","PMID:17474147","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6965","6737","INTERACTS_WITH","physical association","0.64","EBI-8583089","intact","PMID:19264842","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2525","6737","INTERACTS_WITH","proximity","0.9","EBI-32721578","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6617","6737","INTERACTS_WITH","proximity","0.62","EBI-32724282","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5229","6737","INTERACTS_WITH","physical association","0.63","EBI-3651684","intact","PMID:17229814","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","6737","INTERACTS_WITH","association","0.85","EBI-8629080","intact","PMID:7993895","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4115","6737","INTERACTS_WITH","physical association","0.69","EBI-21382316","intact","PMID:31413325","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"205","100","INTERACTS_WITH","direct interaction","0.71","EBI-7565701","intact","PMID:22103682","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"330","6760","INTERACTS_WITH","physical association","0.65","EBI-26175118","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6576","6587","INTERACTS_WITH","association","0.73","EBI-21939904","intact","PMID:27499296","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7592","2783","INTERACTS_WITH","physical association","0.95","EBI-16070585","intact","PMID:23955153","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7441","2783","INTERACTS_WITH","association","0.93","EBI-16070494","intact","PMID:23955153","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2783","2783","INTERACTS_WITH","physical association","0.68","EBI-3934222","intact","PMID:21988832","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"415","2783","INTERACTS_WITH","association","0.74","EBI-20737627","intact","PMID:30561431","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"377","2002","INTERACTS_WITH","physical association","0.67","EBI-24306329","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4071","2002","INTERACTS_WITH","physical association","0.8","EBI-27025560","intact","PMID:33707221","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7406","7406","INTERACTS_WITH","physical association","0.81","EBI-24415547","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6925","7406","INTERACTS_WITH","physical association","0.67","EBI-10620874","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"355","333","INTERACTS_WITH","association","0.9","EBI-28938670","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"908","333","INTERACTS_WITH","association","0.79","EBI-28997300","intact","PMID:35016035","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3684","6591","INTERACTS_WITH","phosphorylation reaction","0.71","EBI-9869829","intact","PMID:11297557","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6591","6591","INTERACTS_WITH","association","0.76","EBI-11322417","intact","PMID:25609649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"152","6591","INTERACTS_WITH","proximity","0.65","EBI-6594336","intact","PMID:25241761","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4762","6591","INTERACTS_WITH","proximity","0.65","EBI-6592362","intact","PMID:25241761","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"90","6077","INTERACTS_WITH","cleavage reaction","0.62","EBI-8589153","intact","PMID:21314817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7448","5714","INTERACTS_WITH","direct interaction","0.72","EBI-27052105","intact","PMID:21527715","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6329","1035","INTERACTS_WITH","physical association","0.67","EBI-26182239","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3402","5326","INTERACTS_WITH","physical association","0.68","EBI-7655830","intact","PMID:17947393","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2631","7421","INTERACTS_WITH","physical association","0.63","EBI-25822913","intact","PMID:32911434","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4104","7421","INTERACTS_WITH","physical association","0.63","EBI-7279259","intact","PMID:17318177","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1288","7668","INTERACTS_WITH","association","0.79","EBI-28931624","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7630","7668","INTERACTS_WITH","association","0.96","EBI-34580742","intact","PMID:34591612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4415","7668","INTERACTS_WITH","physical association","0.67","EBI-21458228","intact","PMID:17698606","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5362","7668","INTERACTS_WITH","association","0.74","EBI-21259335","intact","PMID:30833792","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6535","6535","INTERACTS_WITH","direct interaction","0.87","EBI-16123502","intact","PMID:25295396","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4178","319","INTERACTS_WITH","physical association","0.85","EBI-26296069","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"204","319","INTERACTS_WITH","association","0.68","EBI-16183486","intact","PMID:26524528","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6378","7653","INTERACTS_WITH","physical association","0.62","EBI-15101081","intact","PMID:22912825","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7653","7653","INTERACTS_WITH","association","0.72","EBI-9512492","intact","PMID:24502978","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6363","7653","INTERACTS_WITH","phosphorylation reaction","0.61","EBI-1211674","intact","PMID:16461343","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7509","7653","INTERACTS_WITH","physical association","0.92","EBI-16745500","intact","PMID:21957439","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6150","3484","INTERACTS_WITH","proximity","0.6","EBI-27045317","intact","PMID:30194290","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7851","7851","INTERACTS_WITH","direct interaction","0.65","EBI-15731441","intact","PMID:18832158","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6723","2850","INTERACTS_WITH","physical association","0.92","EBI-15822406","intact","PMID:20007781","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","2850","INTERACTS_WITH","physical association","0.91","EBI-15614461","intact","PMID:17148612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5073","7352","INTERACTS_WITH","association","0.77","EBI-21856887","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4710","636","INTERACTS_WITH","physical association","0.62","EBI-2350917","intact","PMID:19060904","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1530","3756","INTERACTS_WITH","association","0.64","EBI-25302051","intact","PMID:28565870","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1570","1570","INTERACTS_WITH","physical association","0.85","EBI-24497522","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1349","1564","INTERACTS_WITH","ubiquitination reaction","0.62","EBI-11179143","intact","PMID:23973223","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1776","4780","INTERACTS_WITH","association","0.68","EBI-25393623","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7684","6693","INTERACTS_WITH","physical association","0.6","EBI-40255932","intact","PMID:26065921","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6065","3997","INTERACTS_WITH","association","0.96","EBI-25386365","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2313","3997","INTERACTS_WITH","association","0.64","EBI-21907689","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1600","3997","INTERACTS_WITH","physical association","0.83","EBI-10699821","intact","PMID:25814554","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7503","3997","INTERACTS_WITH","association","0.64","EBI-8796749","intact","PMID:24255178","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6363","3997","INTERACTS_WITH","physical association","0.75","EBI-7790807","intact","PMID:16107303","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","3997","INTERACTS_WITH","association","0.96","EBI-15844286","intact","PMID:20308550","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4692","3997","INTERACTS_WITH","association","0.91","EBI-25388694","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1326","3997","INTERACTS_WITH","association","0.76","EBI-8682982","intact","PMID:8663231","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2895","3997","INTERACTS_WITH","association","0.77","EBI-2615019","intact","PMID:19380743","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1751","5947","INTERACTS_WITH","association","0.67","EBI-27114289","intact","PMID:27880917","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4954","1","INTERACTS_WITH","physical association","0.72","EBI-24386071","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7791","4542","INTERACTS_WITH","physical association","0.71","EBI-16060813","intact","PMID:23748380","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1378","5180","INTERACTS_WITH","physical association","0.7","EBI-2926220","intact","PMID:11514619","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1739","5180","INTERACTS_WITH","association","0.67","EBI-34573559","intact","PMID:32525608","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4215","4215","INTERACTS_WITH","proximity","0.69","EBI-16800226","intact","PMID:29568061","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7670","8015","INTERACTS_WITH","physical association","0.72","EBI-24454180","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1784","8015","INTERACTS_WITH","colocalization","0.6","EBI-27034142","intact","PMID:21280149","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1511","8015","INTERACTS_WITH","physical association","0.61","EBI-20905872","intact","PMID:30021884","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1226","973","INTERACTS_WITH","physical association","0.68","EBI-9081581","intact","PMID:24457201","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"205","973","INTERACTS_WITH","ubiquitination reaction","0.69","EBI-9350109","intact","PMID:19656744","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3684","973","INTERACTS_WITH","phosphorylation reaction","0.6","EBI-3870816","intact","PMID:21399639","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"408","973","INTERACTS_WITH","physical association","0.8","EBI-11464820","intact","PMID:26526615","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1037","973","INTERACTS_WITH","physical association","0.71","EBI-26568323","intact","PMID:29143818","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1247","973","INTERACTS_WITH","association","0.62","EBI-21328206","intact","PMID:21145461","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6591","973","INTERACTS_WITH","association","0.62","EBI-11322417","intact","PMID:25609649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4387","4387","INTERACTS_WITH","direct interaction","0.66","EBI-2266587","intact","PMID:19167335","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3647","4879","INTERACTS_WITH","physical association","0.67","EBI-22141472","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","4541","INTERACTS_WITH","physical association","0.67","EBI-25369910","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4779","4779","INTERACTS_WITH","direct interaction","0.78","EBI-15913172","intact","PMID:21336276","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7630","7659","INTERACTS_WITH","association","0.85","EBI-34581818","intact","PMID:34591612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4845","7791","INTERACTS_WITH","association","0.71","EBI-16187824","intact","PMID:26659056","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4855","7791","INTERACTS_WITH","association","0.64","EBI-5448808","intact","PMID:17011493","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"195","7791","INTERACTS_WITH","association","0.85","EBI-25484114","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4851","7791","INTERACTS_WITH","association","0.62","EBI-25484063","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6760","7791","INTERACTS_WITH","association","0.65","EBI-25482739","intact","PMID:24981860","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4585","7651","INTERACTS_WITH","physical association","0.77","EBI-16087219","intact","PMID:24358021","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7630","7651","INTERACTS_WITH","association","0.97","EBI-34581818","intact","PMID:34591612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7637","7651","INTERACTS_WITH","association","0.74","EBI-21832810","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2312","7651","INTERACTS_WITH","physical association","0.63","EBI-5776225","intact","PMID:20098747","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"144","144","INTERACTS_WITH","physical association","0.76","EBI-21282731","intact","PMID:14645668","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4013","1721","INTERACTS_WITH","association","0.85","EBI-9394909","intact","PMID:25036637","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"333","894","INTERACTS_WITH","association","0.64","EBI-28934542","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3461","3461","INTERACTS_WITH","physical association","0.68","EBI-4369572","intact","PMID:21382479","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"272","3461","INTERACTS_WITH","proximity","0.67","EBI-6590836","intact","PMID:25241761","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1453","1608","INTERACTS_WITH","physical association","0.76","EBI-20911384","intact","PMID:30021884","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"311","1608","INTERACTS_WITH","association","0.69","EBI-8063976","intact","PMID:20618440","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1384","1608","INTERACTS_WITH","physical association","0.67","EBI-20904744","intact","PMID:30021884","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1626","8008","INTERACTS_WITH","physical association","0.81","EBI-7322849","intact","PMID:21900206","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3939","8008","INTERACTS_WITH","association","0.74","EBI-7659176","intact","PMID:17948026","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1591","8008","INTERACTS_WITH","physical association","0.83","EBI-7660472","intact","PMID:17948026","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3939","1591","INTERACTS_WITH","association","0.67","EBI-15792813","intact","PMID:19581590","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1626","1591","INTERACTS_WITH","physical association","0.85","EBI-24775274","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6591","1226","INTERACTS_WITH","proximity","0.92","EBI-29678473","intact","PMID:35140242","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"408","1226","INTERACTS_WITH","physical association","0.97","EBI-26357598","intact","PMID:29734393","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1238","1226","INTERACTS_WITH","physical association","0.66","EBI-7967922","intact","PMID:18539148","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4874","4874","INTERACTS_WITH","direct interaction","0.7","EBI-12499529","intact","PMID:20363749","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7891","4874","INTERACTS_WITH","direct interaction","0.71","EBI-11787109","intact","PMID:19632990","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"514","3204","INTERACTS_WITH","colocalization","0.68","EBI-2527706","intact","PMID:9430655","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4954","4875","INTERACTS_WITH","physical association","0.72","EBI-24419224","intact","PMID:32296183","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"350","4875","INTERACTS_WITH","physical association","0.8","EBI-40203597","intact","PMID:26184334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4758","4875","INTERACTS_WITH","colocalization","0.68","EBI-40202204","intact","PMID:26184334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5905","479","INTERACTS_WITH","physical association","0.61","EBI-15898243","intact","PMID:21151116","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1304","3765","INTERACTS_WITH","physical association","0.81","EBI-10519598","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1276","3765","INTERACTS_WITH","physical association","0.7","EBI-10512162","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1460","3765","INTERACTS_WITH","physical association","0.94","EBI-10519578","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1263","3765","INTERACTS_WITH","association","0.75","EBI-28948274","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4306","1378","INTERACTS_WITH","physical association","0.63","EBI-7762531","intact","PMID:22365833","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1276","1378","INTERACTS_WITH","physical association","0.8","EBI-22130874","intact","PMID:31515488","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6966","1326","INTERACTS_WITH","association","0.9","EBI-40271169","intact","PMID:37045861","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6942","1326","INTERACTS_WITH","association","0.69","EBI-25389801","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"311","1326","INTERACTS_WITH","association","0.64","EBI-21909838","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7503","1326","INTERACTS_WITH","direct interaction","0.69","EBI-15609460","intact","PMID:17085597","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7968","1326","INTERACTS_WITH","association","0.67","EBI-28934846","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"67","1326","INTERACTS_WITH","association","0.83","EBI-25395492","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4733","1326","INTERACTS_WITH","association","0.67","EBI-28931473","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2313","1326","INTERACTS_WITH","association","0.64","EBI-21907689","intact","PMID:28514442","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4704","1326","INTERACTS_WITH","association","0.67","EBI-27114848","intact","PMID:27880917","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","1326","INTERACTS_WITH","physical association","0.85","EBI-25371395","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7017","1902","INTERACTS_WITH","association","0.61","EBI-28935987","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1902","1902","INTERACTS_WITH","phosphorylation reaction","0.62","EBI-15966737","intact","PMID:22307056","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7011","1902","INTERACTS_WITH","association","0.61","EBI-28941290","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2550","6716","INTERACTS_WITH","physical association","0.65","EBI-3930405","intact","PMID:21988832","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6431","90","INTERACTS_WITH","cleavage reaction","0.62","EBI-8589170","intact","PMID:21314817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"90","90","INTERACTS_WITH","physical association","0.61","EBI-7475724","intact","PMID:22001206","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6312","90","INTERACTS_WITH","cleavage reaction","0.62","EBI-8589187","intact","PMID:21314817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7306","90","INTERACTS_WITH","cleavage reaction","0.62","EBI-8589119","intact","PMID:21314817","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4204","4721","INTERACTS_WITH","association","0.67","EBI-25389292","intact","PMID:31980649","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4551","1988","INTERACTS_WITH","physical association","0.74","EBI-26245880","intact","PMID:32814053","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2300","1988","INTERACTS_WITH","direct interaction","0.71","EBI-9541495","intact","PMID:19154346","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3387","1212","INTERACTS_WITH","association","0.61","EBI-20311781","intact","PMID:29128334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6261","7510","INTERACTS_WITH","association","0.66","EBI-15600769","intact","PMID:16971486","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2253","6723","INTERACTS_WITH","association","0.6","EBI-32717503","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6889","6723","INTERACTS_WITH","association","0.62","EBI-10053568","intact","PMID:25284480","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2969","6723","INTERACTS_WITH","association","0.76","EBI-32718334","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2525","6723","INTERACTS_WITH","proximity","0.64","EBI-32721578","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6065","6723","INTERACTS_WITH","physical association","0.86","EBI-10489190","intact","PMID:25416956","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7673","6723","INTERACTS_WITH","association","0.9","EBI-16747623","intact","PMID:18641334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6721","6723","INTERACTS_WITH","physical association","0.85","EBI-25648749","intact","PMID:24165795","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"5798","6723","INTERACTS_WITH","association","0.64","EBI-8667973","intact","PMID:9398332","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"2255","6723","INTERACTS_WITH","proximity","0.81","EBI-32720286","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4545","6723","INTERACTS_WITH","association","0.96","EBI-34581624","intact","PMID:34591612","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6617","6723","INTERACTS_WITH","proximity","0.62","EBI-32724282","intact","PMID:35384245","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6097","6723","INTERACTS_WITH","association","0.62","EBI-16747601","intact","PMID:18641334","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"3997","6723","INTERACTS_WITH","physical association","0.94","EBI-8640590","intact","PMID:9160881","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4597","6723","INTERACTS_WITH","association","0.78","EBI-16745156","intact","PMID:24498420","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6576","1667","INTERACTS_WITH","association","0.64","EBI-21939904","intact","PMID:27499296","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1491","1541","INTERACTS_WITH","association","0.67","EBI-11109663","intact","PMID:26496610","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"6900","1765","INTERACTS_WITH","phosphorylation reaction","0.61","EBI-8279991","intact","PMID:23241949","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"1902","1765","INTERACTS_WITH","association","0.71","EBI-28934804","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"7011","1765","INTERACTS_WITH","association","0.8","EBI-28941290","intact","PMID:32707033","RO:0002437","biolink:Association"
,,,,,,,,,,,,,,,,"4217","1765","INTERACTS_WITH","direct interaction","0.82","EBI-26855675","intact","PMID:23519423","RO:0002437","biolink:Association"
